--- PHASE 2 LINE-BY-LINE PROCESSING LOG ---
Input PDF: E0H1CM114.pdf
Heading Font Threshold: >= 11.0pt
Potential Heading Fonts: [20.0, 16.0, 12.0]
Noise Fonts: [7.6]
-------------------------------------------
Page 1   | Font: 20.0 pt | Status: SKIPPED   | Filters: F1_PASSED, LargeFont, VS_FAILED(A:270.5,B:329.4), IND_FAILED(Diff:-146.6), F2_FAILED | Text: 'March 21, 2003'
Page 6   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'represented on the Steering Committee.'
Page 6   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Specifically, the business plan must include:'
Page 6   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'how the ODL will be implemented, including the timeline'
Page 6   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'the financial plan for the implementation'
Page 6   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'the financial plan for the first 2 operating years, inclu...'
Page 6   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'revenues, etc.'
Page 6   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'a financial forecast for the succeeding 2 operating years'
Page 6   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'the services and products to be delivered by the ODL'
Page 6   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'how the ODL will operate and be managed following the imp...'
Page 6   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'who will be involved, and what their role/responsibility ...'
Page 6   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'implementation and operational stages'
Page 6   | Font: 9.0  pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '6'
Page 6   | Font: 7.6  pt | Status: SKIPPED   | Filters: NOISE_FONT                     | Text: 'RFP: To Develop the Ontario Digital Library Business Plan'
Page 6   | Font: 7.6  pt | Status: SKIPPED   | Filters: NOISE_FONT                     | Text: 'March 2003'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'the marketing and communications plan for the ODL'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'the commitment of all stakeholders to their responsibilities'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'The process of developing this business plan must be extr...'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'all stakeholders are engaged in creating a synergistic OD...'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_PASSED, Style, VS_FAILED(A:0.3,B:13.0), IND_PASSED(Diff:0.0), F2_PASSED, LOWERCASE_FILTER_FAILED | Text: 'indicate how this consultative process will be approached.'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'The business plan for the ODL must address significant is...'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: 'enormous differences in the financial resources available...'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'similar services. Some post-secondary and public librarie...'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'areas, have the facilities, funding and technological inf...'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'patrons with electronic services and resources.  Many oth...'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'not. The proposal must indicate how these issues will be ...'
Page 7   | Font: 12.0 pt | Status: CANDIDATE | Filters: F1_PASSED, LargeFont, VS_PASSED(A:33.8,B:15.9), IND_PASSED(Diff:12.0), F2_PASSED | Text: 'Milestones'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_PASSED, Style, VS_PASSED(A:15.9,B:12.3), IND_PASSED(Diff:0.0), F2_PASSED, POTENTIAL_BODY_TEXT_MIXED_STYLE_FILTER_FAILED | Text: '1) A preliminary report will be issued during June 2003.'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_PASSED, Style, VS_PASSED(A:12.3,B:0.4), IND_PASSED(Diff:18.0), F2_PASSED, POTENTIAL_BODY_TEXT_MIXED_STYLE_FILTER_FAILED | Text: '2) It is expected that an Interim Report, suitable for di...'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_PASSED, Style, VS_PASSED(A:0.4,B:0.3), IND_PASSED(Diff:0.0), F2_PASSED, LOWERCASE_FILTER_FAILED | Text: 'community will be available by August 1, 2003 and that th...'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_PASSED, Style, VS_FAILED(A:0.3,B:12.4), IND_FAILED(Diff:-18.0), F2_FAILED | Text: 'for responses to be evaluated.'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_PASSED, Style, VS_PASSED(A:12.4,B:0.3), IND_PASSED(Diff:18.0), F2_PASSED, POTENTIAL_BODY_TEXT_MIXED_STYLE_FILTER_FAILED | Text: '3) The business plan must be completed and approved by th...'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_PASSED, Style, VS_FAILED(A:0.3,B:21.1), IND_FAILED(Diff:-26.5), F2_FAILED | Text: 'no later than September 30, 2003.'
Page 7   | Font: 12.0 pt | Status: CANDIDATE | Filters: F1_PASSED, LargeFont, VS_PASSED(A:21.1,B:16.1), IND_FAILED(Diff:-9.5), F2_PASSED | Text: 'Approach and Specific Proposal Requirements'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'The firm/consultant (or proposed team of consultants) wil...'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'the ODL Steering Committee. Terms of reference for the Co...'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Given the consultative nature of this business planning p...'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'be expected to travel and communicate regularly with vari...'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'electronic resource publishers/vendors.'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'The proposal should include the following information:'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'a) name of the firm/consultant'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'b) names of those individuals who will be engaged in this...'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'responsibilities on this project and relevant experience/...'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'c) description of similar engagements that highlight the ...'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'planning and building stakeholder commitment'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'd) references with details of work completed for these re...'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'e) description of the approach that will be used for comp...'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'including a timeline'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'f) cost to complete the study including estimated expense...'
Page 7   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'structure'
Page 7   | Font: 9.0  pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '7'
Page 7   | Font: 7.6  pt | Status: SKIPPED   | Filters: NOISE_FONT                     | Text: 'RFP: To Develop the Ontario Digital Library Business Plan'
Page 7   | Font: 7.6  pt | Status: SKIPPED   | Filters: NOISE_FONT                     | Text: 'March 2003'
Page 8   | Font: 12.0 pt | Status: SKIPPED   | Filters: F1_PASSED, LargeFont, VS_FAILED(A:9.0,B:24.9), IND_FAILED(Diff:-6.0), F2_FAILED | Text: 'Evaluation and Awarding of Contract'
Page 8   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'The contract will be awarded to the bidder whose submissi...'
Page 8   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'not necessarily be awarded to the lowest bidder. We reser...'
Page 8   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'any of the bidders responding to this RFP and we may seek...'
Page 8   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Specifically, proposals will be evaluated proposals accor...'
Page 8   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Quality of the proposal /approach outlined for undertakin...'
Page 8   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Demonstrated experience'
Page 8   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Cost, including expenses'
Page 8   | Font: 11.0 pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: 'Timeline and projected completion date'
Page 8   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Other relevant factors as determined by the ODL Steering ...'
Page 8   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Questions regarding this RFP should be directed by e-mail...'
Page 8   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '(mridley@uoguelph.ca).'
Page 8   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Bidders are asked not to contact any other member of the ...'
Page 8   | Font: 11.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Committee.'
Page 8   | Font: 9.0  pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '8'
Page 8   | Font: 7.6  pt | Status: SKIPPED   | Filters: NOISE_FONT                     | Text: 'RFP: To Develop the Ontario Digital Library Business Plan'
Page 8   | Font: 7.6  pt | Status: SKIPPED   | Filters: NOISE_FONT                     | Text: 'March 2003'
Page 9   | Font: 12.0 pt | Status: CANDIDATE | Filters: F1_PASSED, LargeFont, VS_PASSED(A:35.5,B:15.4), IND_FAILED(Diff:-0.0), F2_PASSED | Text: 'Appendix A:  ODL Envisioned Phases & Funding'
Page 9   | Font: 10.0 pt | Status: CANDIDATE | Filters: F1_PASSED, Style, VS_PASSED(A:15.4,B:11.9), IND_PASSED(Diff:0.0), F2_PASSED | Text: 'Phase I:  Business Planning'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Timeline: March 2003 – September 2003'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Funding Requested: ~$100,000 jointly funded by stakeholde...'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Result: The ODL business plan'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'The first phase will be to build the ODL business plan. T...'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'funding and governance structures, as well as implementat...'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'the full commitment of all stakeholders and scope the ope...'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Given the number and diversity of stakeholders involved, ...'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'consultative approach. To ensure that the planning result...'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'of all stakeholders it must have competent, dedicated sta...'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'communication components so critical in a consultative pr...'
Page 9   | Font: 10.0 pt | Status: CANDIDATE | Filters: F1_PASSED, Style, VS_PASSED(A:23.2,B:11.9), IND_PASSED(Diff:0.0), F2_PASSED | Text: 'Phase II: Implementing and Transitioning'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Timeline: April 2004 – December 2006'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Funding Requested: Funding from other states and province...'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_PASSED, Style, VS_PASSED(A:0.4,B:0.3), IND_FAILED(Diff:-0.0), F2_PASSED, LOWERCASE_FILTER_FAILED | Text: 'funding of up to $50 Million (over 3 years). Funding to b...'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_PASSED, Style, VS_FAILED(A:0.3,B:11.9), IND_PASSED(Diff:0.0), F2_PASSED, LOWERCASE_FILTER_FAILED | Text: 'stakeholders and other interested parties.'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: 'Result: The ODL is implemented and validated'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'The second phase will be to implement the ODL based on th...'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'that for ODL to be optimally successful libraries must tr...'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'providing services. The transition must occur while libra...'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'respond to current challenges. This implementation phase ...'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'library stakeholders and other interested parties as a me...'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'The seed money requested will allow libraries to realign ...'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'and content of the ODL is created and secured. Some of th...'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_PASSED, Style, VS_FAILED(A:0.3,B:0.4), IND_PASSED(Diff:0.0), F2_PASSED, LOWERCASE_FILTER_FAILED | Text: 'is every indication that existing budgets and methods of ...'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'recommendations. During this phase the polices, procedure...'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'mechanisms of the ODL will be put in place. Pilot project...'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Information resources will be identified, contracts for t...'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'will be made deployed through the ODL. Regular evaluation...'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'achieving its objectives and is accountable to its key co...'
Page 9   | Font: 10.0 pt | Status: CANDIDATE | Filters: F1_PASSED, Style, VS_FAILED(A:11.7,B:11.9), IND_PASSED(Diff:0.0), F2_PASSED | Text: 'Phase III: Operating and Growing the ODL'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Timeline: January 2007 -'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Funding: $50 Million annually ($35 Million requested from...'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Result: The ODL is fully operational and sustainable'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'In the third phase the ODL moves into the operational sta...'
Page 9   | Font: 10.0 pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: 'of the initiative and libraries will consolidate support ...'
Page 9   | Font: 9.0  pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '9'
Page 9   | Font: 7.6  pt | Status: SKIPPED   | Filters: NOISE_FONT                     | Text: 'RFP: To Develop the Ontario Digital Library Business Plan'
Page 9   | Font: 7.6  pt | Status: SKIPPED   | Filters: NOISE_FONT                     | Text: 'March 2003'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'capabilities. The challenge is to secure resources suffic...'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'to enhance the ODL.'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'The ongoing funding of the ODL will be based on a partner...'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '(i.e. government, libraries, donors, public and private s...'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'expected to make financial contributions to the ODL. It i...'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'ODL on Ontario’s economy, society and learning support th...'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '(university, colleges, public libraries and schools).'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'The proposed funding model requires a continuing governme...'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'the ODL matures a growing share of ODL funding will come ...'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'sources. During the 3-year implementation phase (2004 – 2...'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'enable ongoing funding contributions to ODL. During the s...'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'endowment and secure public and private sector gifts and/...'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'outlines the model. This model is based on these assumpti...'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '1. that ODL expenditures will increase by 50% over a 10 y...'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '2. that government funding will decrease from 70% to 45% ...'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '3. that library contributions, endowment and gifts/in-kin...'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'during the same period'
Page 10  | Font: 10.0 pt | Status: CANDIDATE | Filters: F1_PASSED, Style, VS_PASSED(A:17.8,B:12.3), IND_FAILED(Diff:-131.4), F2_PASSED | Text: 'OVERVIEW OF ODL FUNDING MODEL'
Page 10  | Font: 12.0 pt | Status: CANDIDATE | Filters: F1_PASSED, Style, LargeFont, IND_PASSED(Diff:199.0), F2_PASSED | Text: 'Funding Source'
Page 10  | Font: 12.0 pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '2007'
Page 10  | Font: 12.0 pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '2017'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Government'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '$35M (70%)'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '$33.75M (45%)'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Libraries'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '$10M (20%)'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '$22.5M (30%)'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Endowment'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '$4.5M (9%)'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '$15M (20%)'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Gifts/In-Kind'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '$0.5M (1%)'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '$3.75M (5%)'
Page 10  | Font: 10.0 pt | Status: CANDIDATE | Filters: F1_PASSED, Style, IND_PASSED(Diff:199.9), F2_PASSED | Text: 'TOTAL ANNUAL'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '$50M'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '$75M'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'While the private sector will be invited to participate i...'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'kind contributions, the ODL will also explore compatible ...'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'of the ODL and help to offset operating costs.'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'A $50M budget leverages the consortium buying power of th...'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'prices for information resources, the widest accessibilit...'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'this nature will ensure a core digital collection of suff...'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'amount of the wide and diverse information and learning n...'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'of the nature of the ODL digital collection is appended)....'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_PASSED, Style, VS_FAILED(A:0.4,B:11.8), IND_PASSED(Diff:0.0), F2_PASSED, LOWERCASE_FILTER_FAILED | Text: 'represent an investment of $5.00 per citizen.'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'It is important to recognize that every new dollar per ci...'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'double benefit: it supports a province-wide library of hi...'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'strengthens every local library in Ontario by allowing th...'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'that enhance local services. This multiplier means that f...'
Page 10  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_PASSED, Style, VS_FAILED(A:0.4,B:105.8), IND_PASSED(Diff:420.8), F2_PASSED, LOWERCASE_FILTER_FAILED | Text: 'on investment is worth $2 of value for Ontario.'
Page 10  | Font: 9.0  pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '10'
Page 10  | Font: 9.0  pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '10'
Page 10  | Font: 9.0  pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '10'
Page 10  | Font: 9.0  pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '10'
Page 10  | Font: 7.6  pt | Status: SKIPPED   | Filters: NOISE_FONT                     | Text: 'RFP: To Develop the Ontario Digital Library Business Plan'
Page 10  | Font: 7.6  pt | Status: SKIPPED   | Filters: NOISE_FONT                     | Text: 'March 2003'
Page 11  | Font: 12.0 pt | Status: CANDIDATE | Filters: F1_PASSED, LargeFont, IND_PASSED(Diff:102.0), F2_PASSED | Text: 'Appendix B:'
Page 11  | Font: 12.0 pt | Status: SKIPPED   | Filters: F1_PASSED, LargeFont, VS_FAILED(A:-16.9,B:27.4), IND_FAILED(Diff:-108.0), F2_FAILED | Text: 'ODL Steering Committee Terms of Reference'
Page 11  | Font: 10.0 pt | Status: CANDIDATE | Filters: F1_PASSED, Style, VS_PASSED(A:27.4,B:12.0), IND_PASSED(Diff:5.8), F2_PASSED | Text: '1. Preamble'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Implementation of the Ontario Digital Library (ODL) requi...'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: 'and supported by its diverse stakeholder communities (see...'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'development planning and commitment process will be overs...'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'accountable to potential ODL funders including  the Provi...'
Page 11  | Font: 10.0 pt | Status: CANDIDATE | Filters: F1_PASSED, Style, VS_FAILED(A:11.8,B:11.9), IND_PASSED(Diff:5.8), F2_PASSED | Text: '2. Terms of Reference'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'In broad terms, the ODL Business Plan Steering Committee ...'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'business plan, securing sector support, and management of...'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'responsibilities include:'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '2.1 developing a detailed business plan for the three-yea...'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'governance, management, funding model and structure, orga...'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'staffing, and evaluation;'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '2.2 consulting with and reporting to stakeholder communit...'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'communication, and to ensure meaningful opportunities for...'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'making;'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '2.3 recruiting and managing the business planner(s);'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '2.4 defining terms of reference and resource parameters f...'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'expenditures;'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '2.5 serving as a focus group for business planner(s) to t...'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '2.6 providing signoff for business planner(s) at key deci...'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '2.7 securing commitment from library, government, and ins...'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'of the business plan;'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '2.8 presenting the business plan to funders'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '2.9 undertaking advocacy efforts to promote the ODL to th...'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'and education communities.'
Page 11  | Font: 10.0 pt | Status: CANDIDATE | Filters: F1_PASSED, Style, VS_FAILED(A:11.8,B:11.9), IND_PASSED(Diff:5.8), F2_PASSED | Text: '3. Membership'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Each of the four sectors, Schools, Colleges, Universities...'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'representatives to the steering committee'
